sku_ID,"('quantity', 'mean')","('quantity', 'sum')","('order_ID', 'nunique')","('order_hour', 'nunique')","('order_hour', 'group_mode')","('day_of_month', 'nunique')","('day_of_month', 'group_mode')","('original_unit_price', 'mean')","('discount_rate', 'mean')","('direct_discount_rate', 'mean')","('quantity_discount_rate', 'mean')","('bundle_discount_rate', 'mean')","('gift_item', 'mean')","('dc_ori', 'nunique')","('dc_ori', 'group_mode')","('dc_des', 'nunique')","('dc_des', 'group_mode')","('promise', 'group_mode')","('type', 'group_mode')",brand_ID,attribute1,attribute2
667be6b82a,1.0,2,2,2,"(11.0, 13.0]",2,10,100.0,0.28,0.28,0.0,0.0,0.0,2,4,2,44,-,2,8a5ee0390f,4.0,100.0
667c8a42da,1.0,15,15,7,"(0.0, 8.0]",9,26,129.0,0.16020671834625322,0.0,0.0,0.0,0.0,5,7,11,31,-,2,e0c4997859,3.0,60.0
6682394982,1.263157894736842,168,133,10,"(15.0, 16.0]",15,01,298.61654135338347,0.3765985797827903,0.16601503759398495,0.2027765246449457,0.0,0.0,10,2,28,5,1,1,99d41501ff,-,-
668d267ea8,1.0,1,1,1,"(13.0, 15.0]",1,19,128.0,0.3343750000000001,0.05,0.284375,0.0,0.0,1,10,1,37,4,2,cb98648e41,3.0,60.0
6691174140,1.174917491749175,356,303,10,"(13.0, 15.0]",31,16,139.0,0.5663172432351149,0.5656860650093786,0.0,0.0,0.0,7,2,48,20,-,2,603dc9ab6b,4.0,100.0
669688cea3,1.0,4,4,3,"(20.0, 22.0]",4,26,299.0,0.0,0.0,0.0,0.0,0.0,3,5,3,5,3,2,7f65198ef6,3.0,100.0
669a881785,1.0,8,8,6,"(20.0, 22.0]",8,02,56.0,0.0,0.0,0.0,0.0,0.0,6,9,8,28,-,2,1eb4bbd6d1,-,-
66a6a11bbf,1.0,1,1,1,"(16.0, 18.0]",1,25,109.0,0.0,0.0,0.0,0.0,0.0,1,7,1,7,-,2,e500aaa647,-,-
66ab6d8963,1.0197889182058046,773,758,10,"(16.0, 18.0]",31,23,68.0,0.3413614258368255,0.01978891820580475,0.025694228878886647,0.29452506596306066,0.0,7,9,54,9,-,2,60f1d0fd14,2.0,60.0
66b1f3305a,1.5,6,4,3,"(18.0, 20.0]",4,15,39.0,0.0,0.0,0.0,0.0,0.0,3,24,3,24,-,2,9b0d3a5fc6,2.0,60.0
66bd21ebf1,1.0384820951362908,1943,1871,10,"(20.0, 22.0]",31,25,79.87327632282204,0.18625734064962282,0.17417750274427746,0.0,0.0,0.0,39,5,59,5,1,1,9b0d3a5fc6,3.0,80.0
66e008f063,1.3333333333333333,4,3,3,"(0.0, 8.0]",3,14,148.0,0.0067567567567567615,0.0,0.0,0.0,0.0,2,5,3,17,-,2,86a6979f75,-,-
66e8497bed,1.010989010989011,276,273,10,"(8.0, 10.0]",9,31,127.0,0.2387874592599002,0.028034957168815437,0.0,0.0,0.0,10,2,44,5,2,1,8b40ec9ab7,3.0,100.0
66efa4557f,1.0,3,3,3,"(10.0, 11.0]",3,01,49.0,0.040816326530612214,0.0,0.0,0.0,0.0,3,5,3,5,-,2,558658b684,-,-
66f358662b,1.0,1,1,1,"(11.0, 13.0]",1,04,323.4,0.38283858998144704,0.12000618429189859,0.2628324056895486,0.0,0.0,1,9,1,9,2,2,5f7bdba605,3.0,60.0
66fe0e6a21,1.0,1,1,1,"(18.0, 20.0]",1,29,320.0,0.0,0.0,0.0,0.0,0.0,1,7,1,46,-,2,d6963deb39,3.0,60.0
670d739299,1.7,34,20,8,"(8.0, 10.0]",13,31,0.9400000000000001,0.95,0.0,0.0,0.0,0.95,5,5,13,5,-,2,3daeabd2ce,3.0,-
6717b7c979,1.1550292217779146,3755,3196,10,"(8.0, 10.0]",13,24,0.0,1.0,,,,1.0,36,5,60,5,1,1,204dbedf50,3.0,100.0
672e6dda66,1.0,17,17,7,"(8.0, 10.0]",13,21,39.9,0.005897095680377414,0.0,0.0,0.0,0.0,5,5,12,26,-,2,787ea7298f,-,-
67344170ee,1.0,1,1,1,"(11.0, 13.0]",1,25,168.0,0.0,0.0,0.0,0.0,0.0,1,4,1,4,-,2,198cec62a1,3.0,-
6738c85092,1.0,1,1,1,"(20.0, 22.0]",1,11,250.0,0.0,0.0,0.0,0.0,0.0,1,9,1,9,-,2,19dbb540ce,-,-
673da42c69,1.0,2,2,2,"(11.0, 13.0]",2,15,68.0,0.0,0.0,0.0,0.0,0.0,1,5,2,3,-,2,64c600d7c7,3.0,60.0
6740a54ca0,1.0,2,2,2,"(8.0, 10.0]",2,02,599.0,0.4574290484140233,0.4574290484140234,0.0,0.0,0.0,2,10,2,10,-,2,bd97f9a5fa,3.0,100.0
67537a05b2,1.0,1,1,1,"(10.0, 11.0]",1,09,99.0,0.0,0.0,0.0,0.0,0.0,1,24,1,41,-,2,5008f1aa58,-,-
6768f417af,1.0,5,5,3,"(13.0, 15.0]",5,09,398.0,0.005527638190954765,0.0,0.0,0.0,0.0,4,2,4,20,3,2,5297d5fa8c,3.0,-
6779cb2022,1.0,2,2,2,"(13.0, 15.0]",2,02,439.0,0.45785876993166286,0.45785876993166286,0.0,0.0,0.0,2,28,2,19,5,2,fd68e214e8,3.0,100.0
6783591ebf,1.0,1,1,1,"(0.0, 8.0]",1,22,75.0,0.48,0.0,0.48,0.0,0.0,1,5,1,17,-,2,43999af013,3.0,100.0
67888f4ceb,1.0,2,2,1,"(20.0, 22.0]",2,17,195.0,0.2564102564102564,0.2564102564102564,0.0,0.0,0.0,2,9,2,61,-,2,a9d8fd0a21,2.0,60.0
678c905ffb,1.3333333333333333,4,3,3,"(16.0, 18.0]",3,21,39.0,0.1512820512820513,0.1512820512820513,0.0,0.0,0.0,2,9,3,36,-,2,76b0a23dc8,3.0,-
678dc101a0,1.0,1,1,1,"(0.0, 8.0]",1,14,225.0,0.0,0.0,0.0,0.0,0.0,1,7,1,39,-,2,c1bfae17a7,3.0,60.0
6797600654,1.0,1,1,1,"(20.0, 22.0]",1,24,119.0,0.5882352941176471,0.5882352941176471,0.0,0.0,0.0,1,4,1,4,-,2,c72a7a948a,4.0,100.0
679c150547,1.0,2,2,2,"(0.0, 8.0]",2,01,45.0,0.0,0.0,0.0,0.0,0.0,2,9,2,27,-,2,ddb787aeb9,3.0,100.0
67ba6de85f,1.0,2,2,1,"(16.0, 18.0]",2,16,98.0,0.0,0.0,0.0,0.0,0.0,2,4,2,4,-,2,fd68e214e8,3.0,100.0
67c14a5f35,1.0,1,1,1,"(22.0, 23.0]",1,27,240.0,0.0,0.0,0.0,0.0,0.0,1,2,1,43,-,2,86a6979f75,3.0,100.0
67c185e7d5,1.0476190476190477,22,21,10,"(8.0, 10.0]",16,07,399.0,0.4091419023749851,0.4015037593984962,0.007638142976488841,0.0,0.0,6,5,14,5,-,2,7bef2c1ac6,-,-
67c265a7e3,1.021186440677966,241,236,10,"(13.0, 15.0]",31,08,78.0,0.40813233376792696,0.2849250325945241,0.03612559756627553,0.0,0.0,7,5,48,10,-,2,7fcb433bba,3.0,100.0
67c26ae41c,1.0833333333333333,26,24,9,"(8.0, 10.0]",17,30,168.0,0.07316468253968253,0.0,0.06696428571428571,0.0,0.0,7,5,15,5,-,2,6c61f385fb,2.0,50.0
67c5150f9e,1.0,9,9,7,"(20.0, 22.0]",9,09,185.0,0.09189189189189184,0.0918918918918919,0.0,0.0,0.0,6,9,7,9,-,2,99d41501ff,3.0,100.0
67c8813e1c,1.0833333333333333,13,12,8,"(11.0, 13.0]",11,30,163.0,0.11081560283687941,0.11081560283687943,0.0,0.0,0.0,6,7,10,7,-,2,603dc9ab6b,4.0,60.0
67cf58c102,1.0,1,1,1,"(8.0, 10.0]",1,07,138.0,0.0,0.0,0.0,0.0,0.0,1,24,1,52,-,2,4e2b1b5af7,4.0,100.0
67d185f070,1.0793650793650793,68,63,10,"(11.0, 13.0]",24,25,89.0,0.2979192675821889,0.035669698591046906,0.2598240294869508,0.0,0.0,7,9,23,27,1,1,6bbe185453,3.0,60.0
67d9f80e53,1.125,36,32,10,"(8.0, 10.0]",22,07,49.0,0.21403061224489797,0.20408163265306123,0.009948979591836734,0.0,0.0,7,4,24,4,-,2,1fc52cb2b2,3.0,30.0
67df780c9d,1.0,2,2,2,"(15.0, 16.0]",2,23,35.9,0.0,0.0,0.0,0.0,0.0,2,10,2,10,-,2,a2a286ffae,3.0,40.0
67f582cab8,1.0,1,1,1,"(11.0, 13.0]",1,27,65.0,0.0,0.0,0.0,0.0,0.0,1,7,1,1,-,2,86a6979f75,-,-
67fd45477f,1.0,1,1,1,"(8.0, 10.0]",1,26,189.0,0.0,0.0,0.0,0.0,0.0,1,9,1,60,-,2,6c7283c85b,3.0,60.0
67fefd542e,1.0,1,1,1,"(16.0, 18.0]",1,04,99.0,0.010101010101010055,0.0,0.010101010101010102,0.0,0.0,1,5,1,29,-,2,4efb032b5a,-,-
681a29328b,1.0895522388059702,1095,1002,10,"(8.0, 10.0]",23,28,0.0,1.0,,,,1.0,8,5,60,2,-,2,9d3465eacc,3.0,60.0
682c5e23d7,1.0,3,3,2,"(20.0, 22.0]",3,15,129.0,0.07751937984496127,0.0,0.07751937984496124,0.0,0.0,3,2,3,43,-,2,bf509a941c,3.0,90.0
682e657f2e,1.0,1,1,1,"(11.0, 13.0]",1,14,39.8,0.0,0.0,0.0,0.0,0.0,1,5,1,16,-,2,6b6aa67152,-,60.0
682fb3e70b,1.0,19,19,9,"(13.0, 15.0]",14,30,228.0,0.11011080332409973,0.0,0.0814866112650046,0.0,0.0,6,2,14,4,-,2,fdff7dabf5,-,-
6830b5bef2,1.5,3,2,2,"(8.0, 10.0]",2,25,0.0,1.0,,,,1.0,2,5,2,17,-,2,dc7e4ae5fc,2.0,100.0
6835792cf3,1.0,1,1,1,"(20.0, 22.0]",1,21,189.0,0.04761904761904767,0.0,0.021164021164021163,0.0,0.0,1,24,1,48,-,2,a2ff0f7b48,-,-
685b50ecf1,1.0,9,9,7,"(8.0, 10.0]",8,26,59.0,0.15442561205273073,0.10546139359698682,0.03954802259887005,0.0,0.0,5,10,8,47,-,2,93905470a7,2.0,40.0
68600832ce,4.458333333333333,107,24,9,"(16.0, 18.0]",20,01,115.0,0.005434782608695653,0.0,0.0,0.0,0.0,4,9,17,4,-,2,686b0df2bd,3.0,100.0
6894165f9e,1.0,9,9,5,"(13.0, 15.0]",5,08,99.0,0.26038159371492703,0.0,0.250280583613917,0.0,0.0,6,2,9,2,-,2,056f08119e,-,-
689a344ac3,1.0,3,3,2,"(10.0, 11.0]",3,06,65.0,0.0,0.0,0.0,0.0,0.0,3,9,3,9,-,2,39cdd8738f,2.0,60.0
689faef912,1.0,5,5,5,"(10.0, 11.0]",5,21,78.0,0.29743589743589743,0.27692307692307694,0.020512820512820513,0.0,0.0,3,2,5,25,-,2,4efb032b5a,3.0,70.0
68a0ee39ac,1.0,1,1,1,"(22.0, 23.0]",1,25,26.0,0.0,0.0,0.0,0.0,0.0,1,9,1,27,-,2,,,
68bd05dc37,1.0,1,1,1,"(10.0, 11.0]",1,24,178.0,0.5393258426966292,0.5393258426966292,0.0,0.0,0.0,1,7,1,67,-,2,43999af013,4.0,100.0
68bd181431,1.0294117647058822,175,170,10,"(20.0, 22.0]",30,08,78.0,0.3840874811463047,0.35331825037707393,0.0,0.0,0.0,8,5,44,24,-,2,4efb032b5a,2.0,70.0
68c347f03a,1.0,274,273,10,"(16.0, 18.0]",14,28,79.0,0.4982056731035758,0.04819181373001941,0.006929686778157628,0.0,0.0,7,5,43,5,1,2,b7e5c0f937,3.0,60.0
68c472fa73,1.0,2,2,2,"(8.0, 10.0]",2,10,197.0,0.04299492385786802,0.01,0.0,0.0,0.0,2,5,2,5,2,2,e493e63757,2.0,60.0
68c4d8910c,1.0,1,1,1,"(15.0, 16.0]",1,04,399.0,0.0,0.0,0.0,0.0,0.0,1,2,1,42,-,2,fd68e214e8,3.0,100.0
68c4d8ccbc,1.04,52,50,10,"(8.0, 10.0]",14,30,19.9,0.06087437185929648,0.018964824120603015,0.0,0.0,0.0,7,5,31,5,4,2,08378d61cd,2.0,50.0
68c607ae58,1.0,10,10,7,"(16.0, 18.0]",9,14,175.0,0.5410857142857143,0.5257142857142857,0.010857142857142857,0.0,0.0,5,5,10,2,-,2,4f65703579,2.0,100.0
68d145b124,1.0,1,1,1,"(13.0, 15.0]",1,05,98.0,0.0,0.0,0.0,0.0,0.0,1,9,1,27,-,2,7d352273e4,-,-
68d3ed5afa,1.0,4,4,3,"(22.0, 23.0]",3,23,78.0,0.019230769230769246,0.019230769230769232,0.0,0.0,0.0,3,10,4,9,-,2,8b40ec9ab7,1.0,100.0
68d7d21b24,2.5,15,6,6,"(10.0, 11.0]",1,02,199.0,0.5700027917364601,0.5527638190954773,0.012911781127861531,0.0,0.0,4,7,6,46,-,2,4a33305bcb,4.0,40.0
68d9eabb88,1.0,6,6,5,"(20.0, 22.0]",6,02,79.9,0.42186065915727994,0.2490613266583229,0.09770546516478933,0.0,0.0,2,5,6,35,-,2,9b0d3a5fc6,3.0,80.0
68de9fa3ba,1.0,1,1,1,"(10.0, 11.0]",1,28,79.9,0.0,0.0,0.0,0.0,0.0,1,24,1,24,-,2,9b0d3a5fc6,3.0,70.0
68e4c9d332,1.1754385964912282,67,57,10,"(13.0, 15.0]",22,08,120.0,0.32051169590643275,0.30833333333333335,0.009502923976608187,0.0,0.0,7,9,25,9,-,2,d3b11464d2,4.0,100.0
68e60fa4fd,1.5,9,6,3,"(11.0, 13.0]",5,07,108.0,0.37133744855967077,0.02,0.2330246913580247,0.0,0.0,4,24,5,24,-,2,1beb4d6efc,-,-
68f41c4e7e,1.0,5,5,3,"(11.0, 13.0]",5,09,89.0,0.4606741573033708,0.4584269662921348,0.0,0.0,0.0,2,5,5,55,-,2,43a5cd3f69,-,-
68f698d6e1,1.0,3,3,3,"(0.0, 8.0]",3,06,168.0,0.39087301587301587,0.37103174603174605,0.01984126984126984,0.0,0.0,1,9,2,9,-,2,4efb032b5a,2.0,-
69028d24f2,1.3333333333333333,4,3,2,"(16.0, 18.0]",3,17,79.9,0.08343763037129744,0.08343763037129744,0.0,0.0,0.0,2,24,2,41,-,2,5934e3362b,3.0,60.0
690332286e,1.6666666666666667,5,3,3,"(0.0, 8.0]",3,03,69.0,0.0037453183520599342,0.0,0.0,0.0,0.0,3,5,3,5,-,2,8a5ee0390f,4.0,-
690475cfe0,1.0,2,2,2,"(8.0, 10.0]",2,28,139.9,0.11794138670478915,0.0,0.0,0.0,0.0,2,10,2,47,5,2,9b0d3a5fc6,-,-
69066e1b46,1.0,17,17,10,"(11.0, 13.0]",12,12,169.0,0.14758092586146884,0.13505046989209887,0.0,0.0,0.0,6,5,12,10,-,2,dc7e4ae5fc,4.0,100.0
6906da9b6f,1.091324200913242,239,192,10,"(20.0, 22.0]",13,03,0.0,1.0,,,,1.0,8,5,46,5,-,2,0b0f75e8d5,4.0,100.0
690924e667,1.0,32,32,10,"(8.0, 10.0]",22,04,58.0,0.00032327586206896616,0.0,0.0,0.0,0.0,7,2,15,4,3,2,5008f1aa58,4.0,100.0
690b27c806,1.0,19,19,8,"(18.0, 20.0]",15,16,119.8,0.5696335998594148,0.49978033564713115,0.0,0.0,0.0,6,5,13,5,-,2,14294f608f,-,-
6910262d3f,1.0362116991643453,372,359,10,"(20.0, 22.0]",31,08,62.370473537604454,0.011022023885685536,0.0,0.001965917407976842,0.0,0.0,8,5,52,4,-,2,5ab8ea8556,3.0,100.0
6911510db8,1.0,7,7,5,"(8.0, 10.0]",6,26,165.0,0.11515151515151512,0.09090909090909091,0.024242424242424242,0.0,0.0,4,5,6,5,-,2,f2db8acd0a,4.0,100.0
69180c3978,1.0,2,2,1,"(18.0, 20.0]",2,13,98.0,0.0,0.0,0.0,0.0,0.0,2,2,2,42,6,2,43999af013,3.0,100.0
69187aeffd,1.5,6,4,4,"(8.0, 10.0]",3,07,128.0,0.09765625,0.0,0.0,0.0,0.0,3,5,4,4,3,2,9c185fe397,-,-
691c8e4ddd,1.375,11,8,7,"(20.0, 22.0]",6,01,75.0,0.07999999999999996,0.08,0.0,0.0,0.0,5,9,6,28,-,2,3d5774cf27,4.0,60.0
692df8d60d,2.0,4,2,2,"(13.0, 15.0]",2,27,39.0,0.20000000000000007,0.0,0.19999999999999998,0.0,0.0,2,2,2,42,-,2,5e9c5eb1cf,1.0,60.0
6932cfb447,1.0,2,2,2,"(0.0, 8.0]",2,11,169.0,0.4378698224852071,0.4378698224852071,0.0,0.0,0.0,2,7,2,31,-,2,b74ed760a5,3.0,60.0
693627e001,1.0,2,2,2,"(0.0, 8.0]",2,03,249.0,0.4417670682730924,0.44176706827309237,0.0,0.0,0.0,2,5,2,26,-,2,a9d8fd0a21,2.0,40.0
694248d6b7,1.0,4,4,4,"(13.0, 15.0]",4,01,265.0,0.36603773584905663,0.3660377358490566,0.0,0.0,0.0,3,7,3,7,-,2,a9d8fd0a21,2.0,-
694a068026,1.0526315789473684,60,57,10,"(8.0, 10.0]",18,07,239.21438596491228,0.2076145733930363,0.0007340527049842178,0.18936112946242875,0.0,0.0,4,9,22,2,2,1,042c8894a9,3.0,100.0
694fefe6b6,1.0,2,2,2,"(18.0, 20.0]",2,02,188.0,0.3776595744680851,0.35106382978723405,0.026595744680851064,0.0,0.0,2,4,2,4,-,2,,,
6950986f3b,1.0,5,5,3,"(13.0, 15.0]",5,10,70.8,0.0,0.0,0.0,0.0,0.0,3,10,4,37,-,2,93905470a7,3.0,-
6955057c93,1.3333333333333333,4,3,3,"(10.0, 11.0]",3,13,139.0,0.020383693045563533,0.0,0.020383693045563547,0.0,0.0,2,4,2,4,-,2,1a437675c1,3.0,100.0
69664223d6,1.0,6,6,5,"(8.0, 10.0]",6,03,238.0,0.10434173669467788,0.07703081232492998,0.0,0.0,0.0,4,5,5,5,-,2,bd97f9a5fa,4.0,100.0
6968b12cea,1.0,2,2,2,"(8.0, 10.0]",1,14,0.0,1.0,,,,1.0,2,24,2,40,-,2,603dc9ab6b,2.0,100.0
6978dd827f,1.0,1,1,1,"(10.0, 11.0]",1,16,18.0,0.0,0.0,0.0,0.0,0.0,1,4,1,4,-,2,99d41501ff,4.0,100.0
6982560796,1.0,2,2,2,"(0.0, 8.0]",2,04,187.0,0.019512195121951237,0.0,0.0,0.0,0.0,1,9,2,32,-,2,8a5ee0390f,4.0,-
69836ef7b6,1.0,1,1,0,"(0.0, 8.0]",1,20,196.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,-,2,bd97f9a5fa,3.0,100.0
69840bb045,2.0,4,2,2,"(13.0, 15.0]",2,26,68.0,0.03676470588235292,0.0,0.03676470588235294,0.0,0.0,2,4,2,44,-,2,93905470a7,3.0,-
6985a3a09e,1.0,1,1,1,"(20.0, 22.0]",1,13,50.0,0.0,0.0,0.0,0.0,0.0,1,5,1,5,-,2,816ac3f3a9,-,-
6986ac4e32,1.0,4,4,2,"(16.0, 18.0]",4,04,128.0,0.009765625,0.0,0.0,0.0,0.0,4,4,4,4,-,2,3d5774cf27,3.0,60.0
6986eda897,1.0,15,15,8,"(16.0, 18.0]",9,21,0.0,1.0,,,,1.0,5,7,12,46,-,2,99d41501ff,2.0,100.0
698edfd37f,1.0,5,5,4,"(8.0, 10.0]",5,05,249.0,0.3204819277108434,0.1606425702811245,0.0,0.0,0.0,2,4,3,28,5,2,c91839d3f3,3.0,100.0
699a9f2cad,1.0,1,1,1,"(0.0, 8.0]",1,31,868.0,0.0,0.0,0.0,0.0,0.0,1,10,1,11,-,2,99d828adad,4.0,100.0
69aa3711dd,1.0,2,2,2,"(0.0, 8.0]",2,23,88.0,0.46590909090909094,0.4431818181818182,0.022727272727272728,0.0,0.0,2,2,2,42,-,2,a06abdf68a,3.0,100.0
69bf0c9fa7,1.0,3,3,2,"(13.0, 15.0]",3,22,79.0,0.06751054852320675,0.0379746835443038,0.029535864978902954,0.0,0.0,3,4,3,51,-,2,df515ac979,-,60.0
69bf2f7767,1.0,1,1,1,"(18.0, 20.0]",1,25,98.0,0.0,0.0,0.0,0.0,0.0,1,9,1,36,-,2,42e6445fca,4.0,100.0
69c0210883,1.0,1,1,1,"(8.0, 10.0]",1,08,83.88,0.0,0.0,0.0,0.0,0.0,1,5,1,5,1,2,,,
69c58b613a,3.0,3,1,1,"(16.0, 18.0]",1,10,45.0,0.0,0.0,0.0,0.0,0.0,1,24,1,24,-,2,906d0caa60,3.0,60.0
69e0a0cc28,1.0198019801980198,206,202,10,"(8.0, 10.0]",31,15,51.92574257425743,0.20449158338125806,0.19849386822512707,0.0,0.0,0.0,7,9,48,9,-,2,03c4806282,3.0,100.0
69e33b44e2,1.0,1,1,1,"(11.0, 13.0]",1,21,146.0,0.26712328767123283,0.19863013698630136,0.0684931506849315,0.0,0.0,1,2,1,2,-,2,7fcb433bba,4.0,-
69e4a65096,1.0,1,1,1,"(15.0, 16.0]",1,13,105.0,0.0,0.0,0.0,0.0,0.0,1,24,1,24,-,2,0120bdf090,3.0,70.0
69e4f11d4e,1.0,3,3,3,"(8.0, 10.0]",3,04,320.0,0.55625,0.55625,0.0,0.0,0.0,3,4,3,4,-,2,bd97f9a5fa,4.0,100.0
69eb29f7f7,1.0,2,2,2,"(0.0, 8.0]",2,05,13.8,0.007246376811594346,0.007246376811594203,0.0,0.0,0.0,2,5,2,34,-,2,,,
69eed57f09,1.0,1,1,0,"(0.0, 8.0]",1,25,215.0,0.0,0.0,0.0,0.0,0.0,1,24,1,41,-,2,7f65198ef6,4.0,100.0
69f959e0c4,3.0,3,1,1,"(8.0, 10.0]",1,15,139.0,0.6834532374100719,0.6762589928057554,0.0,0.0,0.0,1,5,1,3,-,2,0def762aeb,-,-
69fbaa9042,1.0,2,2,2,"(11.0, 13.0]",2,09,69.0,0.0,0.0,0.0,0.0,0.0,2,9,2,50,-,2,906d0caa60,2.0,60.0
6a0a18c888,1.0,1,1,1,"(0.0, 8.0]",1,03,68.0,0.5147058823529411,0.0,0.5147058823529411,0.0,0.0,1,5,1,17,-,2,ddb787aeb9,-,-
6a0ba07541,1.2173913043478262,28,23,8,"(18.0, 20.0]",19,31,199.0,0.46584371131017405,0.4529167577015512,0.0,0.0,0.0,7,5,16,5,-,2,dc7e4ae5fc,4.0,100.0
6a0f1004bb,1.0379746835443038,164,158,10,"(20.0, 22.0]",27,29,680.9873417721519,0.0031441104853250153,0.0014498410751129201,0.0,0.0,0.0,9,5,37,5,1,1,8368e30fa1,3.0,60.0
6a10ffe7be,1.0,3,3,2,"(13.0, 15.0]",1,21,138.0,0.0,0.0,0.0,0.0,0.0,3,7,3,46,-,2,1d8ff01f5d,-,-
6a1b52a623,1.0,1,1,1,"(10.0, 11.0]",1,14,318.0,0.0,0.0,0.0,0.0,0.0,1,4,1,44,-,2,26216ff73f,2.0,100.0
6a1edb0080,1.0,2,2,2,"(0.0, 8.0]",2,10,239.0,0.39539748953974896,0.38493723849372385,0.010460251046025104,0.0,0.0,2,5,2,5,-,2,4f65703579,3.0,100.0
6a23ad03ae,1.0,3,3,3,"(11.0, 13.0]",2,11,69.0,0.09661835748792273,0.0,0.0,0.0,0.0,2,9,3,7,-,2,d4def0b78d,4.0,100.0
6a2e88f7df,1.0,2,2,2,"(15.0, 16.0]",2,12,398.0,0.0,0.0,0.0,0.0,0.0,1,7,2,39,-,2,8d3560a6a9,2.0,50.0
6a2f4535b5,1.1705426356589148,151,129,10,"(20.0, 22.0]",29,16,18.5,0.0844681891193519,0.06798659124240519,0.015643550527271458,0.0,0.0,7,5,44,9,-,2,787ea7298f,2.0,40.0
6a38ea30ff,1.036764705882353,423,408,10,"(13.0, 15.0]",31,28,139.0,0.2994904076738609,0.27452743687403014,0.01823247284525321,0.001410636196924813,0.0,8,5,48,5,3,2,906d0caa60,3.0,100.0
6a39cb99d3,2.0,2,1,1,"(13.0, 15.0]",1,28,78.0,0.4884615384615385,0.4884615384615385,0.0,0.0,0.0,1,4,1,45,-,2,f1d00479ef,-,-
6a443ff708,1.0,5,5,4,"(18.0, 20.0]",4,29,149.0,0.30201342281879195,0.2953020134228188,0.0,0.0,0.0,2,5,4,4,3,2,2d59ede842,2.0,-
6a4cb6c349,1.1666666666666667,7,6,4,"(18.0, 20.0]",6,18,0.0,1.0,,,,1.0,6,4,6,4,-,2,556646a4ed,4.0,100.0
6a5068a815,1.0,87,87,8,"(13.0, 15.0]",19,30,69.0,0.0,0.0,0.0,0.0,0.0,6,5,29,35,-,2,43999af013,3.0,100.0
6a58d48943,1.0,2,2,2,"(8.0, 10.0]",2,10,349.0,0.0,0.0,0.0,0.0,0.0,2,2,2,43,-,2,0b76f3c8dc,-,-
6a6dd2c2e4,1.0,1,1,1,"(20.0, 22.0]",1,26,109.0,0.2844036697247706,0.28440366972477066,0.0,0.0,0.0,1,2,1,42,-,2,af80f4dbf3,-,-
6a75d17ba6,1.0,3,3,3,"(8.0, 10.0]",3,19,68.0,0.0,0.0,0.0,0.0,0.0,2,9,2,9,-,2,f063ca5902,-,-
6a7808c649,1.0,3,3,3,"(0.0, 8.0]",3,09,234.0,0.004273504273504258,0.0,0.0,0.0,0.0,3,2,3,2,-,2,95edb60932,4.0,100.0
6a835a2050,1.0,1,1,1,"(8.0, 10.0]",1,07,219.0,0.406392694063927,0.319634703196347,0.0867579908675799,0.0,0.0,1,7,1,7,-,2,3e342224f0,-,-
6a867ac922,3.0,15,5,5,"(8.0, 10.0]",4,16,45.0,0.0,0.0,0.0,0.0,0.0,4,7,5,44,-,2,17892f5485,-,-
6a8d834ef6,1.0,2,2,2,"(0.0, 8.0]",2,03,169.0,0.0,0.0,0.0,0.0,0.0,2,7,2,22,-,2,e31902ce03,4.0,100.0
6a8f6bac78,1.0,1,1,1,"(16.0, 18.0]",1,26,248.0,0.4032258064516129,0.4032258064516129,0.0,0.0,0.0,1,5,1,5,-,2,fd945973a9,4.0,100.0
6a92398eaa,1.0,4,4,2,"(13.0, 15.0]",3,04,298.0,0.21812080536912748,0.2181208053691275,0.0,0.0,0.0,4,7,4,39,-,2,3674d1b772,2.0,-
6a9f8e7026,1.0,1,1,1,"(10.0, 11.0]",1,18,99.0,0.12121212121212122,0.0,0.12121212121212122,0.0,0.0,1,2,1,42,-,2,ddb787aeb9,3.0,100.0
6aa54e6566,1.0,53,53,10,"(8.0, 10.0]",20,31,74.54716981132076,0.14123825528989384,0.1358987090367428,0.0,0.0,0.0,8,5,32,5,-,2,8b40ec9ab7,1.0,100.0
6aae7b786d,1.0,1,1,1,"(20.0, 22.0]",1,29,130.0,0.038461538461538436,0.0,0.0,0.0,0.0,1,4,1,45,-,2,603dc9ab6b,4.0,100.0
6ab797c78b,1.0,3,3,3,"(8.0, 10.0]",3,13,275.0,0.009696969696969685,0.0,0.009696969696969697,0.0,0.0,2,2,3,7,-,2,4f025f6325,3.0,100.0
6ac117efde,1.0,1,1,1,"(18.0, 20.0]",1,02,79.0,0.1392405063291139,0.13924050632911392,0.0,0.0,0.0,1,2,1,42,-,2,9b0d3a5fc6,-,-
6ad7afdd3e,1.0,1,1,1,"(10.0, 11.0]",1,20,79.0,0.7215189873417722,0.379746835443038,0.31645569620253167,0.0,0.0,1,5,1,16,-,2,e9248c0137,1.0,-
6ad7c3edc2,1.0666666666666667,32,30,10,"(0.0, 8.0]",18,05,98.0,0.06979591836734696,0.02040816326530612,0.04836734693877551,0.0,0.0,6,5,16,24,-,2,5a173145d5,-,-
6ae4031fc2,1.0684931506849316,78,73,10,"(11.0, 13.0]",26,17,36.8,0.28822960095294814,0.0,0.046456223942823116,0.0,0.0,7,5,34,24,-,2,cf0544f945,-,-
